time_after_step_us,Vout,Iload,N_active,IL1,QH1,IL2,QH2,IL3,QH3,IL4,QH4,phase_add_request,phase_add_accept,phase_add_reject,new_phase_ramp_state,balance_recovery_state,a_S_mode
-449.634,0.996385918154336,20,2,-1.75294073582072,0,-1.75294073582082,0,-1.75294073582079,0,-1.75294073582096,0,0,0,0,0,0,0
-449.612,0.996264745713129,20,2,-1.86035046499969,0,-1.8603504649998,0,-1.86035046499976,0,-1.86035046499995,0,0,0,0,0,0,0
-449.592,0.996153504636549,20,2,-1.95787134129826,0,-1.95787134129839,0,-1.95787134129835,0,-1.95787134129856,0,0,0,0,0,0,0
-449.57,0.996029948304619,20,2,-2.06500757328703,0,-2.06500757328717,0,-2.06500757328712,0,-2.06500757328736,0,0,0,0,0,0,0
-449.55,0.995916542909566,20,2,-2.16227987550875,0,-2.16227987550891,0,-2.16227987550886,0,-2.16227987550912,0,0,0,0,0,0,0
-449.528,0.99579060896685,20,2,-2.26914274197634,0,-2.26914274197651,0,-2.26914274197645,0,-2.26914274197674,0,0,0,0,0,0,0
-449.51,0.995725314681412,20,2,-1.92923367097569,0,-2.35646994962812,0,-2.35646994962806,0,-2.35646994962837,0,0,0,0,0,0,0
-449.49,0.995719810643717,20,2,-0.824543095397218,1,-2.45339648219164,0,-2.45339648219157,0,-2.4533964821919,0,0,0,0,0,0,0
-449.47,0.995716212711508,20,2,0.276183264220849,1,-2.5502159898987,0,-2.55021598989863,0,-2.55021598989899,0,0,0,0,0,0,0
-449.448,0.995714733223735,20,2,1.48558855431792,1,-2.65659452184077,0,-2.65659452184069,0,-2.65659452184109,0,0,0,0,0,0,0
-449.428,0.995715643886183,20,2,2.58377877946458,1,-2.75319061952922,0,-2.75319061952913,0,-2.75319061952955,0,0,0,0,0,0,0
-449.406,0.995719123825354,20,2,3.79039335740504,1,-2.85932391087889,0,-2.8593239108788,0,-2.85932391087925,0,0,0,0,0,0,0
-449.386,0.995724537678181,20,2,4.8860490272302,1,-2.95569779278362,0,-2.95569779278352,0,-2.95569779278401,0,0,0,0,0,0,0
-449.364,0.995732965210299,20,2,6.08987829308309,1,-3.06158744842884,0,-3.06158744842874,0,-3.06158744842926,0,0,0,0,0,0,0
-449.344,0.995742871497221,20,2,7.18300431220245,1,-3.15774057072586,0,-3.15774057072575,0,-3.1577405707263,0,0,0,0,0,0,0
-449.322,0.995756234792469,20,2,8.3840536560589,1,-3.26338818936973,0,-3.26338818936961,0,-3.2633881893702,0,0,0,0,0,0,0
-449.31,0.995712250411534,20,2,8.46082647192408,0,-3.32095948715055,0,-3.32095948715042,0,-3.32095948715104,0,0,0,0,0,0,0
-449.288,0.995606800705076,20,2,8.33696460821425,0,-3.42639956087351,0,-3.42639956087337,0,-3.42639956087403,0,0,0,0,0,0,0
-449.268,0.995510180922242,20,2,8.22830607584765,0,-3.5221337028807,0,-3.52213370288056,0,-3.52213370288126,0,0,0,0,0,0,0
-449.246,0.99540268967313,20,2,8.10893075338002,0,-3.62730848265494,0,-3.62730848265479,0,-3.62730848265553,0,0,0,0,0,0,0
-449.224,0.99529393301434,20,2,7.98971154432157,0,-3.73234419143621,0,-3.73234419143605,0,-3.73234419143683,0,0,0,0,0,0,0
-449.204,0.995193966693141,20,2,7.88146587375921,0,-3.82771054251178,0,-3.82771054251161,0,-3.82771054251243,0,0,0,0,0,0,0
-449.182,0.995082799041396,20,2,7.76254456155788,0,-3.9324808332224,0,-3.93248083322223,0,-3.93248083322309,0,0,0,0,0,0,0
-449.162,0.994980643764713,20,2,7.65456962384947,0,-4.02760594381152,0,-4.02760594381134,0,-4.02760594381225,0,0,0,0,0,0,0
-449.14,0.994867071403025,20,2,7.53594602684112,0,-4.13211092379474,0,-4.13211092379454,0,-4.1321109237955,0,0,0,0,0,0,0
-449.12,0.994762732881192,20,2,7.42824165642859,0,-4.22699489196884,0,-4.22699489196863,0,-4.22699489196964,0,0,0,0,0,0,0
-449.098,0.994646762089278,20,2,7.30991559205029,0,-4.33123466963775,0,-4.33123466963753,0,-4.33123466963859,0,0,0,0,0,0,0
-449.078,0.994540246029623,20,2,7.20248162255975,0,-4.42587759443947,0,-4.42587759443924,0,-4.42587759444034,0,0,0,0,0,0,0
-449.056,0.994421883083881,20,2,7.08445290735256,0,-4.52985227927392,0,-4.52985227927369,0,-4.52985227927484,0,0,0,0,0,0,0
-449.038,0.99432411045046,20,2,6.98799975647512,0,-4.61481922442636,0,-4.61481922442612,0,-4.61481922442732,0,0,0,0,0,0,0
-449.018,0.994309423944859,20,2,6.8809483055579,0,-3.66816009812581,1,-4.70912152307073,0,-4.70912152307198,0,0,0,0,0,0,0
-448.998,0.994311126142593,20,2,6.77401384900885,0,-2.56416653549942,1,-4.80332066827646,0,-4.80332066827776,0,0,0,0,0,0,0
-448.976,0.994315477634957,20,2,6.65652127653666,0,-1.35117448555472,1,-4.90682044685218,0,-4.90682044685353,0,0,0,0,0,0,0
-448.956,0.994321684595638,20,2,6.54983250179585,0,-0.249726744545775,1,-5.00080307303965,0,-5.00080307304106,0,0,0,0,0,0,0
-448.934,0.994330990721546,20,2,6.43260963816931,0,0.960464169287748,1,-5.10406521970674,0,-5.1040652197082,0,0,0,0,0,0,0
-448.914,0.9943416915493,20,2,6.32616503425216,0,2.05936952247251,1,-5.19783277104312,0,-5.19783277104463,0,0,0,0,0,0,0
-448.892,0.994355929588762,20,2,6.20920964014582,0,3.26676870370734,1,-5.3008593824764,0,-5.30085938247797,0,0,0,0,0,0,0
-448.872,0.994371113458462,20,2,6.10300770354497,0,4.36313580008338,1,-5.39441329587822,0,-5.39441329587985,0,0,0,0,0,0,0
-448.85,0.994390276927226,20,2,5.9863184184632,0,5.56774560462046,1,-5.49720569402356,0,-5.49720569402526,0,0,0,0,0,0,0
-448.836,0.994395283878994,20,2,5.91213420516008,0,6.23891965276982,0,-5.56255515317214,0,-5.56255515317388,0,0,0,0,0,0,0
-448.816,0.994306950534943,20,2,5.80626003104993,0,6.13644529384607,0,-5.65581994090099,0,-5.65581994090279,0,0,0,0,0,0,0
-448.796,0.994217208898531,20,2,5.70051081008703,0,6.03033339534007,0,-5.74897349908036,0,-5.74897349908222,0,0,0,0,0,0,0
-448.774,0.994117276235988,20,2,5.58433124580676,0,5.91375534585972,0,-5.85131370691992,0,-5.85131370692186,0,0,0,0,0,0,0
-448.754,0.99402532352809,20,2,5.47884486034593,0,5.80790711892168,0,-5.94423327265043,0,-5.94423327265243,0,0,0,0,0,0,0
-448.732,0.993922961829078,20,2,5.36295433674307,0,5.69161902873058,0,-6.04631613084784,0,-6.04631613084991,0,0,0,0,0,0,0
-448.712,0.99382880376201,20,2,5.25773064407048,0,5.5860343287193,0,-6.13900178083846,0,-6.1390017808406,0,0,0,0,0,0,0
-448.69,0.993724019308485,20,2,5.14212900368158,0,5.47003603823635,0,-6.2408273743355,0,-6.24082737433771,0,0,0,0,0,0,0
-448.67,0.993627661591663,20,2,5.03716786021448,0,5.3647147196462,0,-6.33327918631614,0,-6.33327918631841,0,0,0,0,0,0,0
-448.648,0.993520460662377,20,2,4.9218549446217,0,5.24900606834079,0,-6.43484760117594,0,-6.4348476011783,0,0,0,0,0,0,0
-448.628,0.993421909002297,20,2,4.81715620591106,0,5.14394798480426,0,-6.52706565389441,0,-6.52706565389683,0,0,0,0,0,0,0
-448.606,0.993312297872779,20,2,4.7021318557451,0,5.02852881119922,0,-6.62837697729824,0,-6.62837697730074,0,0,0,0,0,0,0
-448.586,0.993211557972992,20,2,4.59769537647821,0,4.92373381548953,0,-6.72036135051735,0,-6.72036135051992,0,0,0,0,0,0,0
-448.564,0.993099542915524,20,2,4.48295943142113,0,4.8086039571639,0,-6.82141567076129,0,-6.82141567076394,0,0,0,0,0,0,0
-448.546,0.993005577629408,20,2,4.37395947926451,0,4.71451981268301,0,-6.90399606886754,0,-6.90399606887026,0,0,0,0,0,0,0
-448.526,0.992994040618932,20,2,5.28295070717537,1,4.6100969318587,0,-6.99565025717378,0,-6.99565025717656,0,0,0,0,0,0,0
-448.506,0.993001384117335,20,2,6.37723772864067,1,4.50578797663373,0,-7.08720441960815,0,-7.08720441961101,0,0,0,0,0,0,0
-448.484,0.993011935196372,20,2,7.57956299635239,1,4.39117947399673,0,-7.18779872649189,0,-7.18779872649484,0,0,0,0,0,0,0
-448.462,0.993025074127362,20,2,8.78043302807908,1,4.27670813689088,0,-7.28827269009542,0,-7.28827269009845,0,0,0,0,0,0,0
-448.442,0.993039261532243,20,2,9.87087149041992,1,4.17276193420844,0,-7.37950858860405,0,-7.37950858860715,0,0,0,0,0,0,0
-448.42,0.993057331884613,20,2,11.0689674402951,1,4.05855120964876,0,-7.47975399881321,0,-7.4797539988164,0,0,0,0,0,0,0
-448.4,0.993075997017794,20,2,12.1568864509936,1,3.95484118403972,0,-7.57078283153467,0,-7.57078283153795,0,0,0,0,0,0,0
-448.378,0.993098986952136,20,2,13.3522136865896,1,3.84088943808451,0,-7.67080124885953,0,-7.67080124886289,0,0,0,0,0,0,0
-448.358,0.993122119052482,20,2,14.4376181207536,1,3.73741410698983,0,-7.76162443167236,0,-7.7616244316758,0,0,0,0,0,0,0
-448.344,0.993073473997035,20,2,14.4685599796847,0,3.66505004742473,0,-7.8251402727079,0,-7.8251402727114,0,0,0,0,0,0,0
-448.324,0.992988362310113,20,2,14.3498380081098,0,3.5617758093772,0,-7.91578582597006,0,-7.91578582597365,0,0,0,0,0,0,0
-448.302,0.992893872597184,20,2,14.2233432879588,0,3.44831501507803,0,-8.01537098438301,0,-8.0153709843867,0,0,0,0,0,0,0
-448.282,0.992806863558552,20,2,14.108489784064,0,3.34529686914217,0,-8.10578936991254,0,-8.10578936991631,0,0,0,0,0,0,0
-448.26,0.992709934981535,20,2,13.982306743032,0,3.23211770737948,0,-8.20512467617175,0,-8.20512467617561,0,0,0,0,0,0,0
-448.24,0.992620711648146,20,2,13.8677364895291,0,3.12935552826303,0,-8.29531595305443,0,-8.29531595305839,0,0,0,0,0,0,0
-448.218,0.992521350485957,20,2,13.7418649200269,0,3.01645786071277,0,-8.39440147274073,0,-8.39440147274478,0,0,0,0,0,0,0
-448.198,0.992429918564491,20,2,13.627577727817,0,2.91395152221269,0,-8.48436570112562,0,-8.48436570112976,0,0,0,0,0,0,0
-448.176,0.992328131092902,20,2,13.5020174214172,0,2.80133520955298,0,-8.58320150098525,0,-8.58320150098949,0,0,0,0,0,0,0
-448.156,0.992234496287168,20,2,13.3880131006408,0,2.69908458456045,0,-8.6729387420793,0,-8.67293874208363,0,0,0,0,0,0,0
-448.134,0.992130288778779,20,2,13.2627638480804,0,2.58674948647451,0,-8.77152489002049,0,-8.77152489002492,0,0,0,0,0,0,0
-448.114,0.992034456789693,20,2,13.1490422081195,0,2.48475444697761,0,-8.86103520608563,0,-8.86103520609015,0,0,0,0,0,0,0
-448.092,0.991927835513913,20,2,13.0241037993026,0,2.37270042215673,0,-8.95937177117542,0,-8.95937177118006,0,0,0,0,0,0,0
-448.074,0.991839661278543,20,2,12.9220025128072,0,2.28112932502904,0,-9.03973174063946,0,-9.03973174064417,0,0,0,0,0,0,0
-448.054,0.991766595719379,20,2,12.8086847301329,0,2.46622464098254,1,-9.12891776056136,0,-9.12891776056618,0,0,0,0,0,0,0
-448.034,0.991776945223339,20,2,12.6954929219683,0,3.5637308843989,1,-9.21800409215554,0,-9.21800409216045,0,0,0,0,0,0,0
-448.012,0.991790800548934,20,2,12.5711242031333,0,4.76959286176956,1,-9.31588726551971,0,-9.31588726552473,0,0,0,0,0,0,0
-447.992,0.991805639895436,20,2,12.4581906893214,0,5.86456414956978,1,-9.40477068733772,0,-9.40477068734284,0,0,0,0,0,0,0
-447.97,0.991824428122952,20,2,12.3341052486418,0,7.06764037657828,1,-9.50243143555064,0,-9.50243143555586,0,0,0,0,0,0,0
-447.95,0.991843746540459,20,2,12.2214284930976,0,8.16008161710313,1,-9.59111335642167,0,-9.591113356427,0,0,0,0,0,0,0
-447.928,0.991867455823362,20,2,12.0976246440718,0,9.3603774879352,1,-9.68855322616329,0,-9.68855322616872,0,0,0,0,0,0,0
-447.908,0.991891242544265,20,2,11.9852031165102,0,10.4502935804593,1,-9.77703504940689,0,-9.77703504941242,0,0,0,0,0,0,0
-447.886,0.991919861040364,20,2,11.861679179009,0,11.6478144793388,1,-9.87425558130401,0,-9.87425558130965,0,0,0,0,0,0,0
-447.872,0.991930473858174,20,2,11.7831494179557,0,12.309973557268,0,-9.93606337048012,0,-9.93606337048583,0,0,0,0,0,0,0
-447.852,0.991847261763966,20,2,11.6710726472025,0,12.1635138563035,0,-10.0242738123048,0,-10.0242738123106,0,0,0,0,0,0,0
-447.832,0.991765985340932,20,2,11.5591268902504,0,12.0510271988694,0,-10.1123793026958,0,-10.1123793027017,0,0,0,0,0,0,0
-447.81,0.991675356466392,20,2,11.4361380206507,0,11.9274440249327,0,-10.2091740225123,0,-10.2091740225184,0,0,0,0,0,0,0
-447.79,0.991591854521637,20,2,11.3244676096956,0,11.8152339604116,0,-10.2970589421601,0,-10.2970589421663,0,0,0,0,0,0,0
-447.768,0.991498780711654,20,2,11.2017815281151,0,11.6919549445198,0,-10.3936110575002,0,-10.3936110575064,0,0,0,0,0,0,0
-447.748,0.991413058950761,20,2,11.0903862946351,0,11.5800213015154,0,-10.4812754491136,0,-10.4812754491199,0,0,0,0,0,0,0
-447.726,0.991317546479934,20,2,10.9680028152547,0,11.4570462546913,0,-10.5775850075612,0,-10.5775850075677,0,0,0,0,0,0,0
-447.704,0.991220759118437,20,2,10.8457777673317,0,11.3342303540447,0,-10.6737675317939,0,-10.6737675318006,0,0,0,0,0,0,0
-447.684,0.991131665745493,20,2,10.7348015260332,0,11.2227175933918,0,-10.7610959652922,0,-10.761095965299,0,0,0,0,0,0,0
-447.662,0.99103244927846,20,2,10.6128787954521,0,11.100205372156,0,-10.8570360074596,0,-10.8570360074664,0,0,0,0,0,0,0
-447.642,0.990941150476627,20,2,10.5021773027237,0,10.9889685968896,0,-10.9441440255877,0,-10.9441440255947,0,0,0,0,0,0,0
-447.62,0.990839511170771,20,2,10.380556701431,0,10.8667598638713,0,-11.0398416363108,0,-11.0398416363179,0,0,0,0,0,0,0
-447.6,0.990746012635623,20,2,10.2701297859144,0,10.7557988997819,0,-11.1267292856328,0,-11.12672928564,0,0,0,0,0,0,0
-447.58,0.990647363854283,20,2,10.1145779260861,0,10.6449696366238,0,-11.2135116561925,0,-11.2135116561998,0,0,0,0,0,0,0
-447.562,0.990641794501253,20,2,10.9000947482771,1,10.5453328402615,0,-11.2915287665054,0,-11.2915287665128,0,0,0,0,0,0,0
-447.54,0.990658729185407,20,2,12.0972097155164,1,10.4236865246195,0,-11.3867798705807,0,-11.3867798705882,0,0,0,0,0,0,0
-447.52,0.990676365914854,20,2,13.1842380614004,1,10.3132247748049,0,-11.4732735579055,0,-11.4732735579131,0,0,0,0,0,0,0
-447.498,0.990698229025213,20,2,14.378586815102,1,10.1918548160222,0,-11.5683089553419,0,-11.5683089553497,0,0,0,0,0,0,0
-447.478,0.990720340754905,20,2,15.4631028543852,1,10.0816435400716,0,-11.6546072419808,0,-11.6546072419887,0,0,0,0,0,0,0
-447.456,0.990747120440704,20,2,16.654690744596,1,9.96054826854112,0,-11.7494284630172,0,-11.7494284630253,0,0,0,0,0,0,0
-447.436,0.990773696399203,20,2,17.7366993364736,1,9.85058595151105,0,-11.8355327373601,0,-11.8355327373683,0,0,0,0,0,0,0
-447.414,0.990805380814055,20,2,18.9255317033815,1,9.72976370396006,0,-11.9301413062193,0,-11.9301413062276,0,0,0,0,0,0,0
-447.394,0.990836410233923,20,2,20.0050376980958,1,9.62004883665827,0,-12.0160529511936,0,-12.0160529512021,0,0,0,0,0,0,0
-447.38,0.990789582278058,20,2,19.9909049577371,0,9.54332050105948,0,-12.0761346040433,0,-12.0761346040518,0,0,0,0,0,0,0
-447.36,0.990711662808479,20,2,19.8600404975929,0,9.43381778224697,0,-12.1618784515992,0,-12.1618784516079,0,0,0,0,0,0,0
-447.338,0.990625703599652,20,2,19.7271382750849,0,9.31351231820053,0,-12.2560791286061,0,-12.2560791286149,0,0,0,0,0,0,0
-447.318,0.99054644297451,20,2,19.6064656735809,0,9.20427810810752,0,-12.341608995005,0,-12.3416089950139,0,0,0,0,0,0,0
-447.296,0.990458030401295,20,2,19.4738881133292,0,9.08426826751912,0,-12.4355740314722,0,-12.4355740314813,0,0,0,0,0,0,0
-447.276,0.990376542296144,20,2,19.3535105528402,0,8.9753027299797,0,-12.5208896925763,0,-12.5208896925856,0,0,0,0,0,0,0
-447.254,0.990285682630523,20,2,19.2212574203683,0,8.85558834531486,0,-12.6146191182516,0,-12.614619118261,0,0,0,0,0,0,0
-447.234,0.990201972745775,20,2,19.1011746873815,0,8.74689132760235,0,-12.6997206016713,0,-12.6997206016807,0,0,0,0,0,0,0
-447.212,0.990108672256668,20,2,18.9692457474382,0,8.62747223039754,0,-12.7932144475488,0,-12.7932144475584,0,0,0,0,0,0,0
-447.192,0.990022746289944,20,2,18.8494576277377,0,8.5190435789419,0,-12.878101782026,0,-12.8781017820358,0,0,0,0,0,0,0
-447.17,0.989927011243189,20,2,18.7178526442995,0,8.39991959980728,0,-12.9713600803432,0,-12.9713600803532,0,0,0,0,0,0,0
-447.15,0.989838874889296,20,2,18.5983589229681,0,8.2917591601977,0,-13.0560332957486,0,-13.0560332957587,0,0,0,0,0,0,0
-447.128,0.989740711547625,20,2,18.4670776592416,0,8.17293012881999,0,-13.1490560799824,0,-13.1490560799926,0,0,0,0,0,0,0
-447.11,0.989659451778209,20,2,18.3597917732146,0,8.07582124192036,0,-13.2250738817967,0,-13.2250738818071,0,0,0,0,0,0,0
-447.09,0.989602535713457,20,2,18.2407184600874,0,8.34831949731879,1,-13.3094412437447,0,-13.3094412437552,0,0,0,0,0,0,0
-447.07,0.98962080316361,20,2,18.1217759636674,0,9.43957488498109,1,-13.3937156365885,0,-13.393715636599,0,0,0,0,0,0,0
-447.048,0.989643360606005,20,2,17.9910878695673,0,10.6385679444972,1,-13.4863127008902,0,-13.4863127009009,0,0,0,0,0,0,0
-447.028,0.989666104035521,20,2,17.8724152649323,0,11.7273011399601,1,-13.5703969461029,0,-13.5703969461138,0,0,0,0,0,0,0
-447.006,0.989693579127363,20,2,17.7420231930508,0,12.9235224742665,1,-13.6627856058079,0,-13.6627856058189,0,0,0,0,0,0,0
-446.986,0.989720787759309,20,2,17.6236189202891,0,14.0097383593299,1,-13.7466810798638,0,-13.7466810798749,0,0,0,0,0,0,0
-446.964,0.989753168648167,20,2,17.4935211579462,0,15.2031933334514,1,-13.8388628461018,0,-13.8388628461131,0,0,0,0,0,0,0
-446.942,0.989788114511491,20,2,17.3635768763848,0,16.3952013995832,1,-13.930936840647,0,-13.9309368406584,0,0,0,0,0,0,0
-446.922,0.989822106547495,20,2,17.2455785039518,0,17.4775907499795,1,-14.0145472979676,0,-14.0145472979792,0,0,0,0,0,0,0
-446.906,0.989832147445387,20,2,17.1512711211824,0,18.135709385027,0,-14.0813715809994,0,-14.0813715810112,0,0,0,0,0,0,0
-446.888,0.989761325731288,20,2,17.0452778665042,0,17.9661236841828,0,-14.1564751424259,0,-14.1564751424377,0,0,0,0,0,0,0
-446.866,0.989680451386825,20,2,16.9158805794966,0,17.8356138492597,0,-14.2481596227373,0,-14.2481596227493,0,0,0,0,0,0,0
-446.846,0.989605808964037,20,2,16.7983901233397,0,17.7171131523682,0,-14.3314051629709,0,-14.3314051629831,0,0,0,0,0,0,0
-446.824,0.989522471571215,20,2,16.669308353228,0,17.5869213990528,0,-14.4228608740221,0,-14.4228608740344,0,0,0,0,0,0,0
-446.804,0.989445592864058,20,2,16.5521046346346,0,17.4687097685919,0,-14.5058984474438,0,-14.5058984474562,0,0,0,0,0,0,0
-446.782,0.989359798693221,20,2,16.4233381700562,0,17.3388358796091,0,-14.5971254010965,0,-14.5971254011091,0,0,0,0,0,0,0
-446.762,0.989280689400642,20,2,16.306420996502,0,17.2209131176859,0,-14.6799550190754,0,-14.6799550190882,0,0,0,0,0,0,0
-446.74,0.989192444719125,20,2,16.1779696252666,0,17.0913568749469,0,-14.7709532284791,0,-14.770953228492,0,0,0,0,0,0,0
-446.72,0.989111110537326,20,2,16.061338803476,0,16.9737227829296,0,-14.8535749035533,0,-14.8535749035664,0,0,0,0,0,0,0
-446.698,0.989020421609433,20,2,15.9332023125684,0,16.8444839675339,0,-14.9443443831412,0,-14.9443443831545,0,0,0,0,0,0,0
-446.678,0.988936868231851,20,2,15.8168576485168,0,16.7271383460539,0,-15.0267581290144,0,-15.0267581290278,0,0,0,0,0,0,0
-446.656,0.98884374131883,20,2,15.6890358240988,0,16.598216738292,0,-15.1172988945003,0,-15.1172988945139,0,0,0,0,0,0,0
-446.636,0.98875797443611,20,2,15.5729771230151,0,16.4811593872465,0,-15.1995047260383,0,-15.199504726052,0,0,0,0,0,0,0
-446.616,0.988664916427245,20,2,15.3882525788332,0,16.3642397255525,0,-15.2816111634471,0,-15.281611163461,0,0,0,0,0,0,0
-446.598,0.988665516164595,20,2,16.160910496453,1,16.2591268400016,0,-15.3554247827454,0,-15.3554247827594,0,0,0,0,0,0,0
-446.576,0.988690842452198,20,2,17.3518805239996,1,16.1307940279929,0,-15.4455447486974,0,-15.4455447487116,0,0,0,0,0,0,0
-446.556,0.988716101109461,20,2,18.433328209383,1,16.0142598554273,0,-15.5273799498454,0,-15.5273799498598,0,0,0,0,0,0,0
-446.534,0.988746340856268,20,2,19.6215444431875,1,15.8862170557532,0,-15.6172978070407,0,-15.6172978070552,0,0,0,0,0,0,0
-446.514,0.988776060905095,20,2,20.7004911010879,1,15.7699457582309,0,-15.6989499535162,0,-15.6989499535308,0,0,0,0,0,0,0
-446.492,0.988811202255268,20,2,21.8859588656806,1,15.642191272945,0,-15.7886671976787,0,-15.7886671976936,0,0,0,0,0,0,0
-446.472,0.98884537291965,20,2,22.9624093321235,1,15.5261813097895,0,-15.8701376465302,0,-15.8701376465452,0,0,0,0,0,0,0
-446.45,0.988885404021815,20,2,24.1451339422356,1,15.3987134473459,0,-15.9596557674466,0,-15.9596557674618,0,0,0,0,0,0,0
-446.43,0.988924014529817,20,2,25.2190930443482,1,15.2829632836924,0,-16.0409458703315,0,-16.0409458703469,0,0,0,0,0,0,0
-446.416,0.988879921431803,20,2,25.1727910908859,0,15.2020138216474,0,-16.0977958602515,0,-16.097795860267,0,0,0,0,0,0,0
-446.396,0.988809260143934,20,2,25.0338627287158,0,15.0864860823545,0,-16.1789278185614,0,-16.178927818577,0,0,0,0,0,0,0
-446.374,0.988731531173941,20,2,24.8949182806347,0,14.9595598602754,0,-16.2680621201471,0,-16.2680621201629,0,0,0,0,0,0,0
-446.354,0.988659745885251,20,2,24.7687582969983,0,14.844312936018,0,-16.3489922922021,0,-16.3489922922181,0,0,0,0,0,0,0
-446.332,0.98857954881214,20,2,24.630150715261,0,14.7176958751519,0,-16.4379043678777,0,-16.4379043678938,0,0,0,0,0,0,0
-446.312,0.988505522642357,20,2,24.5042968558753,0,14.6027299177105,0,-16.5186325142719,0,-16.5186325142882,0,0,0,0,0,0,0
-446.29,0.988422863733205,20,2,24.3660258809638,0,14.4764218224069,0,-16.6073223597408,0,-16.6073223597573,0,0,0,0,0,0,0
-446.27,0.98834660237832,20,2,24.2404779095777,0,14.3617366535249,0,-16.6878484771708,0,-16.6878484771874,0,0,0,0,0,0,0
-446.248,0.988261487897228,20,2,24.102543281258,0,14.2357373272702,0,-16.7763160894607,0,-16.7763160894776,0,0,0,0,0,0,0
-446.228,0.988182997050518,20,2,23.9773009609705,0,14.1213327679071,0,-16.8566401758249,0,-16.8566401758419,0,0,0,0,0,0,0
-446.206,0.988095433258587,20,2,23.839702418295,0,13.9956420133271,0,-16.9448855532841,0,-16.9448855533013,0,0,0,0,0,0,0
-446.184,0.988006588992059,20,2,23.7022798160993,0,13.8701128124702,0,-17.0330145218053,0,-17.0330145218227,0,0,0,0,0,0,0
-446.164,0.987924711765899,20,2,23.5775027928669,0,13.756135502524,0,-17.1130307499731,0,-17.1130307499907,0,0,0,0,0,0,0
-446.144,0.987841779004398,20,2,23.4528710614845,0,13.6422916219557,0,-17.1929507726931,0,-17.1929507727109,0,0,0,0,0,0,0
-446.126,0.987785975020863,20,2,23.3408274355838,0,13.7593862904091,1,-17.264796030108,0,-17.2647960301259,0,0,0,0,0,0,0
-446.104,0.987813852430947,20,2,23.2040352021522,0,14.9533569556946,1,-17.3525105033027,0,-17.3525105033208,0,0,0,0,0,0,0
-446.084,0.987841428559465,20,2,23.0798192725465,0,16.0375291013998,1,-17.4321616604742,0,-17.4321616604925,0,0,0,0,0,0,0
-446.062,0.987874215619687,20,2,22.9433360178934,0,17.2287385147519,1,-17.5196801099053,0,-17.5196801099238,0,0,0,0,0,0,0
