block_path,name,block_type,mask_type,reference_block
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Compare
To Constant3/u","u",Inport,,simulink/Logic and Bit
Operations/Compare
To Constant/u
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Compare
To Constant3/y","y",Outport,,simulink/Logic and Bit
Operations/Compare
To Constant/y
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/CurrentLimit_i","CurrentLimit_i",Outport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Data Type Conversion","Data Type Conversion",DataTypeConversion,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Data Type Conversion1","Data Type Conversion1",DataTypeConversion,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/ILi","ILi",Inport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Integrator","Integrator",Integrator,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Integrator1","Integrator1",Integrator,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Logical
Operator","Logical
Operator",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Logical
Operator1","Logical
Operator1",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Logical
Operator2","Logical
Operator2",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Logical
Operator3","Logical
Operator3",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Logical
Operator4","Logical
Operator4",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Logical
Operator5","Logical
Operator5",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Memory","Memory",Memory,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/NQmin_i","NQmin_i",Outport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Qi","Qi",Outport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Ton_done_i","Ton_done_i",Outport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Ton_iqcot3","Ton_iqcot3",Inport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/tri","tri",Inport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4","COT_Cell_1Phase4",SubSystem,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant","Compare
To Constant",RelationalOperator,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant1","Compare
To Constant1",SubSystem,Compare To Constant,simulink/Logic and Bit
Operations/Compare
To Constant
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant1/Compare","Compare",RelationalOperator,,simulink/Logic and Bit
Operations/Compare
To Constant/Compare
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant1/Constant","Constant",Constant,,simulink/Logic and Bit
Operations/Compare
To Constant/Constant
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant1/u","u",Inport,,simulink/Logic and Bit
Operations/Compare
To Constant/u
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant1/y","y",Outport,,simulink/Logic and Bit
Operations/Compare
To Constant/y
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant2","Compare
To Constant2",SubSystem,Compare To Constant,simulink/Logic and Bit
Operations/Compare
To Constant
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant2/Compare","Compare",RelationalOperator,,simulink/Logic and Bit
Operations/Compare
To Constant/Compare
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant2/Constant","Constant",Constant,,simulink/Logic and Bit
Operations/Compare
To Constant/Constant
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant2/u","u",Inport,,simulink/Logic and Bit
Operations/Compare
To Constant/u
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant2/y","y",Outport,,simulink/Logic and Bit
Operations/Compare
To Constant/y
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant3","Compare
To Constant3",SubSystem,Compare To Constant,simulink/Logic and Bit
Operations/Compare
To Constant
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant3/Compare","Compare",RelationalOperator,,simulink/Logic and Bit
Operations/Compare
To Constant/Compare
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant3/Constant","Constant",Constant,,simulink/Logic and Bit
Operations/Compare
To Constant/Constant
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant3/u","u",Inport,,simulink/Logic and Bit
Operations/Compare
To Constant/u
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant3/y","y",Outport,,simulink/Logic and Bit
Operations/Compare
To Constant/y
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/CurrentLimit_i","CurrentLimit_i",Outport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Data Type Conversion","Data Type Conversion",DataTypeConversion,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Data Type Conversion1","Data Type Conversion1",DataTypeConversion,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/ILi","ILi",Inport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Integrator","Integrator",Integrator,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Integrator1","Integrator1",Integrator,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Logical
Operator","Logical
Operator",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Logical
Operator1","Logical
Operator1",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Logical
Operator2","Logical
Operator2",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Logical
Operator3","Logical
Operator3",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Logical
Operator4","Logical
Operator4",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Logical
Operator5","Logical
Operator5",Logic,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Memory","Memory",Memory,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/NQmin_i","NQmin_i",Outport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Qi","Qi",Outport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Ton_done_i","Ton_done_i",Outport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Ton_iqcot4","Ton_iqcot4",Inport,,
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/tri","tri",Inport,,
"four_phase_ideal_digital_iqcot/Clock","Clock",Clock,,
"four_phase_ideal_digital_iqcot/Compare
To Constant","Compare
To Constant",SubSystem,Compare To Constant,simulink/Logic and Bit
Operations/Compare
To Constant
"four_phase_ideal_digital_iqcot/Compare
To Constant/Compare","Compare",RelationalOperator,,simulink/Logic and Bit
Operations/Compare
To Constant/Compare
"four_phase_ideal_digital_iqcot/Compare
To Constant/Constant","Constant",Constant,,simulink/Logic and Bit
Operations/Compare
To Constant/Constant
"four_phase_ideal_digital_iqcot/Compare
To Constant/u","u",Inport,,simulink/Logic and Bit
Operations/Compare
To Constant/u
"four_phase_ideal_digital_iqcot/Compare
To Constant/y","y",Outport,,simulink/Logic and Bit
Operations/Compare
To Constant/y
"four_phase_ideal_digital_iqcot/Constant","Constant",Constant,,
"four_phase_ideal_digital_iqcot/Current Measurement","Current Measurement",SubSystem,Current Measurement,spsCurrentMeasurementLib/Current Measurement
"four_phase_ideal_digital_iqcot/Current Measurement/+","+",PMIOPort,,spsCurrentMeasurementLib/Current Measurement/+
"four_phase_ideal_digital_iqcot/Current Measurement/-","-",PMIOPort,,spsCurrentMeasurementLib/Current Measurement/-
"four_phase_ideal_digital_iqcot/Current Measurement/CurrentMeasurement","CurrentMeasurement",PMComponent,InnerPowersysBlock,spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement
"four_phase_ideal_digital_iqcot/Current Measurement/Model","Model",SubSystem,,spsMeasurementModel/Complex
"four_phase_ideal_digital_iqcot/Current Measurement/Model/in","in",Inport,,spsMeasurementModel/Complex/in
"four_phase_ideal_digital_iqcot/Current Measurement/Model/out","out",Outport,,spsMeasurementModel/Complex/out
"four_phase_ideal_digital_iqcot/Current Measurement/do not
delete
this gain","do not
delete
this gain",Gain,,spsCurrentMeasurementLib/Current Measurement/do not
delete
this gain
"four_phase_ideal_digital_iqcot/Current Measurement/i","i",Outport,,spsCurrentMeasurementLib/Current Measurement/i
"four_phase_ideal_digital_iqcot/Current Measurement/source","source",From,,spsCurrentMeasurementLib/Current Measurement/source
"four_phase_ideal_digital_iqcot/Current Measurement1","Current Measurement1",SubSystem,Current Measurement,spsCurrentMeasurementLib/Current Measurement
"four_phase_ideal_digital_iqcot/Current Measurement1/+","+",PMIOPort,,spsCurrentMeasurementLib/Current Measurement/+
"four_phase_ideal_digital_iqcot/Current Measurement1/-","-",PMIOPort,,spsCurrentMeasurementLib/Current Measurement/-
"four_phase_ideal_digital_iqcot/Current Measurement1/CurrentMeasurement","CurrentMeasurement",PMComponent,InnerPowersysBlock,spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement
"four_phase_ideal_digital_iqcot/Current Measurement1/Model","Model",SubSystem,,spsMeasurementModel/Complex
"four_phase_ideal_digital_iqcot/Current Measurement1/Model/in","in",Inport,,spsMeasurementModel/Complex/in
"four_phase_ideal_digital_iqcot/Current Measurement1/Model/out","out",Outport,,spsMeasurementModel/Complex/out
"four_phase_ideal_digital_iqcot/Current Measurement1/do not
delete
this gain","do not
delete
this gain",Gain,,spsCurrentMeasurementLib/Current Measurement/do not
delete
this gain
"four_phase_ideal_digital_iqcot/Current Measurement1/i","i",Outport,,spsCurrentMeasurementLib/Current Measurement/i
"four_phase_ideal_digital_iqcot/Current Measurement1/source","source",From,,spsCurrentMeasurementLib/Current Measurement/source
"four_phase_ideal_digital_iqcot/Current Measurement2","Current Measurement2",SubSystem,Current Measurement,spsCurrentMeasurementLib/Current Measurement
"four_phase_ideal_digital_iqcot/Current Measurement2/+","+",PMIOPort,,spsCurrentMeasurementLib/Current Measurement/+
"four_phase_ideal_digital_iqcot/Current Measurement2/-","-",PMIOPort,,spsCurrentMeasurementLib/Current Measurement/-
"four_phase_ideal_digital_iqcot/Current Measurement2/CurrentMeasurement","CurrentMeasurement",PMComponent,InnerPowersysBlock,spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement
"four_phase_ideal_digital_iqcot/Current Measurement2/Model","Model",SubSystem,,spsMeasurementModel/Complex
"four_phase_ideal_digital_iqcot/Current Measurement2/Model/in","in",Inport,,spsMeasurementModel/Complex/in
"four_phase_ideal_digital_iqcot/Current Measurement2/Model/out","out",Outport,,spsMeasurementModel/Complex/out
"four_phase_ideal_digital_iqcot/Current Measurement2/do not
delete
this gain","do not
delete
this gain",Gain,,spsCurrentMeasurementLib/Current Measurement/do not
delete
this gain
"four_phase_ideal_digital_iqcot/Current Measurement2/i","i",Outport,,spsCurrentMeasurementLib/Current Measurement/i
"four_phase_ideal_digital_iqcot/Current Measurement2/source","source",From,,spsCurrentMeasurementLib/Current Measurement/source
"four_phase_ideal_digital_iqcot/Current Measurement3","Current Measurement3",SubSystem,Current Measurement,spsCurrentMeasurementLib/Current Measurement
"four_phase_ideal_digital_iqcot/Current Measurement3/+","+",PMIOPort,,spsCurrentMeasurementLib/Current Measurement/+
"four_phase_ideal_digital_iqcot/Current Measurement3/-","-",PMIOPort,,spsCurrentMeasurementLib/Current Measurement/-
"four_phase_ideal_digital_iqcot/Current Measurement3/CurrentMeasurement","CurrentMeasurement",PMComponent,InnerPowersysBlock,spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement
"four_phase_ideal_digital_iqcot/Current Measurement3/Model","Model",SubSystem,,spsMeasurementModel/Complex
"four_phase_ideal_digital_iqcot/Current Measurement3/Model/in","in",Inport,,spsMeasurementModel/Complex/in
"four_phase_ideal_digital_iqcot/Current Measurement3/Model/out","out",Outport,,spsMeasurementModel/Complex/out
"four_phase_ideal_digital_iqcot/Current Measurement3/do not
delete
this gain","do not
delete
this gain",Gain,,spsCurrentMeasurementLib/Current Measurement/do not
delete
this gain
"four_phase_ideal_digital_iqcot/Current Measurement3/i","i",Outport,,spsCurrentMeasurementLib/Current Measurement/i
"four_phase_ideal_digital_iqcot/Current Measurement3/source","source",From,,spsCurrentMeasurementLib/Current Measurement/source
"four_phase_ideal_digital_iqcot/DC Voltage Source","DC Voltage Source",SubSystem,DC Voltage Source,spsDCVoltageSourceLib/DC Voltage Source
"four_phase_ideal_digital_iqcot/DC Voltage Source/+","+",PMIOPort,,spsDCVoltageSourceLib/DC Voltage Source/+
"four_phase_ideal_digital_iqcot/DC Voltage Source/-","-",PMIOPort,,spsDCVoltageSourceLib/DC Voltage Source/-
"four_phase_ideal_digital_iqcot/DC Voltage Source/DCVoltageSource","DCVoltageSource",PMComponent,InnerPowersysBlock,spsDCVoltageSourceLib/DC Voltage Source/DCVoltageSource
"four_phase_ideal_digital_iqcot/DC Voltage Source/Goto","Goto",Goto,,spsDCVoltageSourceLib/DC Voltage Source/Goto
"four_phase_ideal_digital_iqcot/DC Voltage Source/Model","Model",SubSystem,,spsSourcesModel/DC
"four_phase_ideal_digital_iqcot/DC Voltage Source/Model/DC","DC",Constant,,spsSourcesModel/DC/DC
"four_phase_ideal_digital_iqcot/DC Voltage Source/Model/Out1","Out1",Outport,,spsSourcesModel/DC/Out1
"four_phase_ideal_digital_iqcot/DC Voltage Source1","DC Voltage Source1",SubSystem,DC Voltage Source,spsDCVoltageSourceLib/DC Voltage Source
"four_phase_ideal_digital_iqcot/DC Voltage Source1/+","+",PMIOPort,,spsDCVoltageSourceLib/DC Voltage Source/+
"four_phase_ideal_digital_iqcot/DC Voltage Source1/-","-",PMIOPort,,spsDCVoltageSourceLib/DC Voltage Source/-
"four_phase_ideal_digital_iqcot/DC Voltage Source1/DCVoltageSource","DCVoltageSource",PMComponent,InnerPowersysBlock,spsDCVoltageSourceLib/DC Voltage Source/DCVoltageSource
"four_phase_ideal_digital_iqcot/DC Voltage Source1/Goto","Goto",Goto,,spsDCVoltageSourceLib/DC Voltage Source/Goto
"four_phase_ideal_digital_iqcot/DC Voltage Source1/Model","Model",SubSystem,,spsSourcesModel/DC
"four_phase_ideal_digital_iqcot/DC Voltage Source1/Model/DC","DC",Constant,,spsSourcesModel/DC/DC
"four_phase_ideal_digital_iqcot/DC Voltage Source1/Model/Out1","Out1",Outport,,spsSourcesModel/DC/Out1
"four_phase_ideal_digital_iqcot/DC Voltage Source2","DC Voltage Source2",SubSystem,DC Voltage Source,spsDCVoltageSourceLib/DC Voltage Source
"four_phase_ideal_digital_iqcot/DC Voltage Source2/+","+",PMIOPort,,spsDCVoltageSourceLib/DC Voltage Source/+
"four_phase_ideal_digital_iqcot/DC Voltage Source2/-","-",PMIOPort,,spsDCVoltageSourceLib/DC Voltage Source/-
"four_phase_ideal_digital_iqcot/DC Voltage Source2/DCVoltageSource","DCVoltageSource",PMComponent,InnerPowersysBlock,spsDCVoltageSourceLib/DC Voltage Source/DCVoltageSource
"four_phase_ideal_digital_iqcot/DC Voltage Source2/Goto","Goto",Goto,,spsDCVoltageSourceLib/DC Voltage Source/Goto
"four_phase_ideal_digital_iqcot/DC Voltage Source2/Model","Model",SubSystem,,spsSourcesModel/DC
