success,error_message,r027_case_id,target_label,objective,policy,source_policy,policy_kind,policy_role,online_available_inputs_only,objective_alpha_settle,target_load_A,load_drop_A,selected_ref_slew_us,realized_ref_slew_us_in_offline_grid,tau_ai_us,delay_events,ref_start_delay_us,delay_mode,offline_objective_score,offline_regret_vs_oracle,offline_undershoot_mV,offline_settle_time_us,offline_skip_count_est,offline_phase_std_ns,vout_initial_V,vout_peak_V,vout_min_V,overshoot_mV,undershoot_mV,t_peak_us,settle_time_us,first_gate_edge_us,max_gate_gap_us,skip_count_est,final_vout_error_mV,final_il1_mean_A,final_il2_mean_A,final_il3_mean_A,final_il4_mean_A,final_il_total_mean_A,final_load_error_A,final_il_phase_imbalance_A,final_il_m2_projection_A,final_phase_spacing_mean_ns,final_phase_spacing_std_ns,final_phase_sequence_error_fraction,base_score,score_settle005,score_settle010,selected_objective_score,switching_regret_vs_best_in_run,chunk_file,chunk_order,r030_case_id,r030_plan_role,r030_reason,selection_basis,boundary,include_in_priority_run,success_bool,selected_objective_score_recomputed,selected_objective_score_delta,context_best_score,switching_regret_full_context,offline_best_score_in_pair,offline_regret_in_pair
1,,R027_0074,10A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,10,30,32,32,0.0,0,0.0,commit_after_tau_ai,10.5320658368993,0.0,5.18878165533221,10.158,1,88.2482723669349,0.99951236273925,1.00419623534961,0.994811218344668,4.19623534961322,5.18878165533221,1.01000000000002,10.158,2.92200000000351,1.02400000000002,1,-0.562518734228412,2.48708698010575,2.33564555084568,2.61204150936994,2.58149391378357,10.0162679541049,0.0162679541049382,0.276395958524254,0.0454972562116097,575.151515151723,88.2482723669349,0,9.51626583689932,10.0241658368993,10.5320658368993,10.5320658368993,0.0,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0001,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False,True,10.5320658368993,0.0,10.5320658368993,0.0,10.5320658368993,0.0
1,,R027_0073,10A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,10,30,30,30,0.0,0,0.0,commit_after_tau_ai,11.0217091468132,0.489643309913879,5.25500364116427,10.186,1,108.860001837568,0.99951236273925,1.00419623534961,0.994744996358836,4.19623534961322,5.25500364116427,1.01000000000002,10.186,2.92600000000352,1.10600000000001,1,-0.570905468897598,2.35776535095485,2.39627160325863,2.56374765317429,2.72612066332555,10.0439052707133,0.0439052707133243,0.368355312370702,-0.0502198156137602,578.0,108.860001837568,0,10.0031091468132,10.5124091468132,11.0217091468132,11.0217091468132,0.489643309913918,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0002,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False,True,11.0217091468132,0.0,10.5320658368993,0.4896433099138999,10.5320658368993,0.4896433099138999
1,,R027_0081,10A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,10,30,32,32,0.5,1,0.5,commit_after_tau_ai,10.5320658368993,0.0,5.18878165533221,10.158,1,88.2482723669349,0.99951236273925,1.00419623534961,0.99509828062379,4.19623534961322,4.90171937620998,1.01000000000002,9.74600000000004,2.90000000000349,0.93400000000343,1,-0.547913751854812,2.42447761407473,2.48028018858085,2.58019863878618,2.53901750007916,10.0239739415209,0.0239739415209232,0.15572102471145,-0.0036553589497726,577.090909090908,79.8589915891913,0,9.04681295984862,9.53411295984862,10.0214129598486,10.0214129598486,0.0,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0003,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False,True,10.0214129598486,0.0,10.0214129598486,0.0,10.5320658368993,0.0
1,,R027_0080,10A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,10,30,30,30,0.5,1,0.5,commit_after_tau_ai,11.0217091468132,0.489643309913879,5.25500364116427,10.186,1,108.860001837568,0.99951236273925,1.00419623534961,0.995071148116505,4.19623534961322,4.92885188349479,1.01000000000002,9.75600000000003,2.90200000000352,0.887999999999996,1,-0.554207633428061,2.39557345697815,2.47315161940316,2.59736466438692,2.55545508641858,10.0215448271868,0.0215448271868119,0.201791207408766,-0.008917146114166,577.393939394147,90.9120129608897,0,9.30129977614065,9.78909977614065,10.2768997761406,10.2768997761406,0.255486816292029,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0004,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False,True,10.2768997761406,0.0,10.0214129598486,0.25548681629199876,10.5320658368993,0.4896433099138999
1,,R027_0088,10A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,10,30,32,32,1.0,2,1.0,commit_after_tau_ai,10.5320658368993,0.0,5.18878165533221,10.158,1,88.2482723669349,0.99951236273925,1.00419623534961,0.995342073917859,4.19623534961322,4.65792608214066,1.01000000000002,14.7120000000001,2.88200000000353,1.05799999999996,1,-0.559568326786608,2.25442163187942,2.49706594503368,2.66861294327175,2.60139198200427,10.0214925021891,0.021492502189119,0.414191311392336,-0.0438558379716939,577.39393939394,95.9302935055217,0,9.13610027903771,9.87170027903771,10.6073002790377,10.6073002790377,0.691758447448434,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0005,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False,True,10.6073002790377,0.0,9.91554183158928,0.6917584474484197,10.5320658368993,0.0
1,,R027_0087,10A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,10,30,30,30,1.0,2,1.0,commit_after_tau_ai,11.0217091468132,0.489643309913879,5.25500364116427,10.186,1,108.860001837568,0.99951236273925,1.00419623534961,0.995320429988204,4.19623534961322,4.67957001179586,1.01000000000002,9.66400000000005,2.8840000000035,1.08600000000002,1,-0.558157771161638,2.35797457211622,2.48292786840512,2.6790101108586,2.46654068612424,9.98645323750418,-0.0135467624958174,0.321035538742375,0.0218790321113654,576.941176470791,85.5707024315886,0,8.94914183158927,9.43234183158927,9.91554183158928,9.91554183158928,0.0,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0006,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False,True,9.91554183158928,0.0,9.91554183158928,0.0,10.5320658368993,0.4896433099138999
1,,R027_0095,10A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,10,30,32,32,2.0,4,2.0,commit_after_tau_ai,10.5320658368993,0.0,5.18878165533221,10.158,1,88.2482723669349,0.99951236273925,1.00419623534961,0.99564212364429,4.19623534961322,4.35787635570972,1.01000000000002,14.8260000000001,2.86000000000351,0.958000000000014,1,-0.56139166062863,2.47512196278209,2.54769122748948,2.62000109691928,2.40432088026061,10.0471351674515,0.0471351674514597,0.215680216658678,0.035777737987821,576.363636363637,85.228303025467,0,8.62383407684769,9.36513407684769,10.1064340768477,10.1064340768477,0.0,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0007,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False,True,10.1064340768477,0.0,10.1064340768477,0.0,10.5320658368993,0.0
1,,R027_0094,10A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,10,30,30,30,2.0,4,2.0,commit_after_tau_ai,11.0217091468132,0.489643309913879,5.25500364116427,10.186,1,108.860001837568,0.99951236273925,1.00419623534961,0.99564212364429,4.19623534961322,4.35787635570972,1.01000000000002,13.532,2.86000000000351,0.852000000000025,1,-0.558726261612574,2.58865359374217,2.33678809352318,2.63218200183967,2.48477333417121,10.0423970232762,0.0423970232762247,0.29539390831649,0.0998185419718604,573.818181818182,94.7435533909618,0,8.81147368514153,9.48807368514153,10.1646736851415,10.1646736851415,0.0582396082938352,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0008,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False,True,10.1646736851415,0.0,10.1064340768477,0.058239608293799705,10.5320658368993,0.4896433099138999
1,,R027_0102,10A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,10,30,32,32,5.0,10,5.0,commit_after_tau_ai,10.5320658368993,0.0,5.18878165533221,10.158,1,88.2482723669349,0.99951236273925,1.00419623534961,0.995707687560759,4.19623534961322,4.29231243924144,1.01000000000002,19.342,2.85400000000352,1.10600000000001,1,-0.569505537159398,2.33744489069495,2.38290527920272,2.65593180379233,2.61784268025888,9.99412465394889,-0.0058753460511127,0.318486913097387,-0.0018428162435805,576.666666666876,94.0965815887071,0,8.74374960817498,9.71084960817498,10.677949608175,10.677949608175,0.158108780207353,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0009,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False,True,10.677949608175,0.0,10.5198408279676,0.1581087802073995,10.5320658368993,0.0
1,,R027_0101,10A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,10,30,30,30,5.0,10,5.0,commit_after_tau_ai,11.0217091468132,0.489643309913879,5.25500364116427,10.186,1,108.860001837568,0.99951236273925,1.00419623534961,0.995707687560759,4.19623534961322,4.29231243924144,1.01000000000002,18.164,2.85400000000352,1.136,1,-0.556042014837277,2.41402931145779,2.47394280757158,2.63792226882485,2.50055104278747,10.0264454306417,0.0264454306416901,0.223892957367057,0.019364432480899,572.363636363636,92.7543186944456,0,8.70344082796763,9.61164082796763,10.5198408279676,10.5198408279676,0.0,iqcot_r027_proxy_table_in_loop_results_r030_challenge_rows001_010.csv,0,R030_0010,dense_anchor_challenge_pair,R030 challenge: proxy and dense differ outside R027 priority; run pair to test whether dense-anchor projection is over-conservative.,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False,True,10.5198408279676,0.0,10.5198408279676,0.0,10.5320658368993,0.4896433099138999
